run	sample	study	bioproject	biosample	center	releasedate	platform	instrument	librarylayout	libraryselection	assay_type	mbases
SRR046752	SRS065278	SRP002395	PRJNA48333	SAMN00084302	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR046830	SRS063985	SRP002395	PRJNA48333	SAMN00083009	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR046888	SRS062427	SRP002395	PRJNA48333	SAMN00081451	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	10
SRR047142	SRS043411	SRP002395	PRJNA48333	SAMN00063420	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR047235	SRS056259	SRP002395	PRJNA48333	SAMN00076268	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	10
SRR047244	SRS051031	SRP002395	PRJNA48333	SAMN00071040	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	9
SRR047303	SRS042628	SRP002395	PRJNA48333	SAMN00062637	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	9
SRR047347	SRS062540	SRP002395	PRJNA48333	SAMN00081564	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR047363	SRS019582	SRP002395	PRJNA48333	SAMN00040800	WUGSC	2010-05-22	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR047364	SRS014271	SRP002395	PRJNA48333	SAMN00035489	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR047386	SRS014613	SRP002395	PRJNA48333	SAMN00035831	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR047400	SRS015190	SRP002395	PRJNA48333	SAMN00036408	WUGSC	2010-05-24	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR047423	SRS016225	SRP002395	PRJNA48333	SAMN00037443	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR047485	SRS011452	SRP002395	PRJNA48333	SAMN10658394	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR047649	SRS018791	SRP002395	PRJNA48333	SAMN00040009	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR049315	SRS011405	SRP002395	PRJNA48333	SAMN00032842	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR049340	SRS042643	SRP002395	PRJNA48333	SAMN00062652	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	29
SRR049343	SRS053335	SRP002395	PRJNA48333	SAMN00073344	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	9
SRR049357	SRS016056	SRP002395	PRJNA48333	SAMN10657920	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	49
SRR049364	SRS014235	SRP002395	PRJNA48333	SAMN10657924	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR049417	SRS062544	SRP002395	PRJNA48333	SAMN00081568	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR049457	SRS062540	SRP002395	PRJNA48333	SAMN00081564	WUGSC	2010-05-24	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR049637	SRS062427	SRP002395	PRJNA48333	SAMN00081451	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR049639	SRS052697	SRP002395	PRJNA48333	SAMN00072706	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	10
SRR049646	SRS011271	SRP002395	PRJNA48333	SAMN00032708	WUGSC	2010-05-23	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR049863	SRS015762	SRP002395	PRJNA48333	SAMN00036980	WUGSC	2010-05-24	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR049968	SRS018817	SRP002012	PRJNA48477	SAMN00040035	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR050015	SRS042628	SRP002012	PRJNA48477	SAMN00062637	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR050140	SRS056259	SRP002012	PRJNA48477	SAMN00076268	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	8
SRR050200	SRS049389	SRP002012	PRJNA48477	SAMN00069398	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR050230	SRS019685	SRP002012	PRJNA48477	SAMN10657923	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR050294	SRS018791	SRP002012	PRJNA48477	SAMN00040009	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR050386	SRS014235	SRP002012	PRJNA48477	SAMN10657924	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR050434	SRS049959	SRP002012	PRJNA48477	SAMN00069968	WUGSC	2010-05-25	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR055668	SRS011061	SRP002012	PRJNA48477	SAMN10657910	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR055682	SRS011239	SRP002012	PRJNA48477	SAMN00032676	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR055684	SRS011243	SRP002012	PRJNA48477	SAMN00032680	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR055748	SRS011061	SRP002012	PRJNA48477	SAMN10657910	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR055763	SRS011239	SRP002012	PRJNA48477	SAMN00032676	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	7
SRR055765	SRS011243	SRP002012	PRJNA48477	SAMN00032680	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	6
SRR055849	SRS011271	SRP002012	PRJNA48477	SAMN00032708	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	0
SRR055850	SRS011405	SRP002012	PRJNA48477	SAMN00032842	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	3
SRR055851	SRS011529	SRP002012	PRJNA48477	SAMN10658877	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	0
SRR055852	SRS011452	SRP002012	PRJNA48477	SAMN10658394	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	0
SRR055855	SRS011586	SRP002012	PRJNA48477	SAMN00033023	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056218	SRS011271	SRP002012	PRJNA48477	SAMN00032708	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	0
SRR056219	SRS011405	SRP002012	PRJNA48477	SAMN00032842	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	3
SRR056220	SRS011529	SRP002012	PRJNA48477	SAMN10658877	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	0
SRR056221	SRS011452	SRP002012	PRJNA48477	SAMN10658394	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	0
SRR056224	SRS011586	SRP002012	PRJNA48477	SAMN00033023	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR056458	SRS011271	SRP002012	PRJNA48477	SAMN00032708	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR056459	SRS011405	SRP002012	PRJNA48477	SAMN00032842	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056460	SRS011529	SRP002012	PRJNA48477	SAMN10658877	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056461	SRS011452	SRP002012	PRJNA48477	SAMN10658394	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056464	SRS011586	SRP002012	PRJNA48477	SAMN00033023	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056558	SRS011134	SRP002012	PRJNA48477	SAMN00032571	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	7
SRR056560	SRS011140	SRP002012	PRJNA48477	SAMN00032577	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056592	SRS011302	SRP002012	PRJNA48477	SAMN00032739	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056594	SRS011306	SRP002012	PRJNA48477	SAMN00032743	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	6
SRR056622	SRS011134	SRP002012	PRJNA48477	SAMN00032571	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	11
SRR056623	SRS011140	SRP002012	PRJNA48477	SAMN00032577	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR056661	SRS011302	SRP002012	PRJNA48477	SAMN00032739	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	8
SRR056663	SRS011306	SRP002012	PRJNA48477	SAMN00032743	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	8
SRR056691	SRS011271	SRP002012	PRJNA48477	SAMN00032708	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR056692	SRS011405	SRP002012	PRJNA48477	SAMN00032842	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056693	SRS011529	SRP002012	PRJNA48477	SAMN10658877	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056694	SRS011452	SRP002012	PRJNA48477	SAMN10658394	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056697	SRS011586	SRP002012	PRJNA48477	SAMN00033023	WUGSC	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056886	SRS011061	SRP002012	PRJNA48477	SAMN10657910	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056901	SRS011239	SRP002012	PRJNA48477	SAMN00032676	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	9
SRR056903	SRS011243	SRP002012	PRJNA48477	SAMN00032680	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	8
SRR056969	SRS011061	SRP002012	PRJNA48477	SAMN10657910	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056983	SRS011239	SRP002012	PRJNA48477	SAMN00032676	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR056985	SRS011243	SRP002012	PRJNA48477	SAMN00032680	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR057190	SRS011134	SRP002012	PRJNA48477	SAMN00032571	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	12
SRR057191	SRS011140	SRP002012	PRJNA48477	SAMN00032577	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR057229	SRS011302	SRP002012	PRJNA48477	SAMN00032739	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	9
SRR057231	SRS011306	SRP002012	PRJNA48477	SAMN00032743	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	9
SRR057263	SRS011134	SRP002012	PRJNA48477	SAMN00032571	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	6
SRR057265	SRS011140	SRP002012	PRJNA48477	SAMN00032577	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR057297	SRS011302	SRP002012	PRJNA48477	SAMN00032739	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	4
SRR057299	SRS011306	SRP002012	PRJNA48477	SAMN00032743	BI	2010-06-09	LS454	454 GS FLX	SINGLE	PCR	AMPLICON	5
SRR059322	SRS017209	SRP002163	PRJNA48479	SAMN00038427	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	SINGLE	RANDOM	WGS	3518
SRR059323	SRS017209	SRP002163	PRJNA48479	SAMN00038427	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	SINGLE	RANDOM	WGS	3491
SRR059330	SRS052027	SRP002163	PRJNA48479	SAMN10657902	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7405
SRR059331	SRS052027	SRP002163	PRJNA48479	SAMN10657902	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7357
SRR059338	SRS013800	SRP002163	PRJNA48479	SAMN00035018	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6903
SRR059339	SRS013800	SRP002163	PRJNA48479	SAMN00035018	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6910
SRR059342	SRS024435	SRP002163	PRJNA48479	SAMN00045653	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7139
SRR059343	SRS024435	SRP002163	PRJNA48479	SAMN00045653	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7127
SRR059344	SRS024388	SRP002163	PRJNA48479	SAMN00045606	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	8351
SRR059345	SRS024388	SRP002163	PRJNA48479	SAMN00045606	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	8397
SRR059346	SRS016585	SRP002163	PRJNA48479	SAMN00037803	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7596
SRR059347	SRS016585	SRP002163	PRJNA48479	SAMN00037803	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7530
SRR059350	SRS020233	SRP002163	PRJNA48479	SAMN00041451	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7912
SRR059351	SRS020233	SRP002163	PRJNA48479	SAMN00041451	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7849
SRR059352	SRS017701	SRP002163	PRJNA48479	SAMN00038919	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7394
SRR059353	SRS017701	SRP002163	PRJNA48479	SAMN00038919	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7445
SRR059354	SRS017821	SRP002163	PRJNA48479	SAMN00039039	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7272
SRR059355	SRS017821	SRP002163	PRJNA48479	SAMN00039039	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7196
SRR059356	SRS020869	SRP002163	PRJNA48479	SAMN00042087	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7127
SRR059357	SRS020869	SRP002163	PRJNA48479	SAMN00042087	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7129
SRR059360	SRS024441	SRP002163	PRJNA48479	SAMN00045659	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7390
SRR059361	SRS024441	SRP002163	PRJNA48479	SAMN00045659	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7339
SRR059366	SRS013215	SRP002163	PRJNA48479	SAMN00034433	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6750
SRR059367	SRS013215	SRP002163	PRJNA48479	SAMN00034433	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6796
SRR059372	SRS016989	SRP002163	PRJNA48479	SAMN00038207	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7798
SRR059373	SRS016989	SRP002163	PRJNA48479	SAMN00038207	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7783
SRR059378	SRS017433	SRP002163	PRJNA48479	SAMN00038651	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6374
SRR059379	SRS017433	SRP002163	PRJNA48479	SAMN00038651	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6273
SRR059380	SRS017439	SRP002163	PRJNA48479	SAMN00038657	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6672
SRR059381	SRS017439	SRP002163	PRJNA48479	SAMN00038657	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6706
SRR059388	SRS024549	SRP002163	PRJNA48479	SAMN00045767	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6102
SRR059389	SRS024549	SRP002163	PRJNA48479	SAMN00045767	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5899
SRR059394	SRS018351	SRP002163	PRJNA48479	SAMN00039569	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6631
SRR059395	SRS018351	SRP002163	PRJNA48479	SAMN00039569	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6515
SRR059396	SRS018357	SRP002163	PRJNA48479	SAMN00039575	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6250
SRR059397	SRS018357	SRP002163	PRJNA48479	SAMN00039575	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6279
SRR059402	SRS017808	SRP002163	PRJNA48479	SAMN00039026	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7544
SRR059403	SRS017808	SRP002163	PRJNA48479	SAMN00039026	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7517
SRR059406	SRS019968	SRP002163	PRJNA48479	SAMN00041186	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6650
SRR059407	SRS019968	SRP002163	PRJNA48479	SAMN00041186	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6573
SRR059412	SRS012273	SRP002163	PRJNA48479	SAMN00033491	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6913
SRR059413	SRS012273	SRP002163	PRJNA48479	SAMN00033491	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7127
SRR059414	SRS012279	SRP002163	PRJNA48479	SAMN00033497	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7287
SRR059415	SRS012279	SRP002163	PRJNA48479	SAMN00033497	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7365
SRR059416	SRS023526	SRP002163	PRJNA48479	SAMN00044744	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6500
SRR059417	SRS023526	SRP002163	PRJNA48479	SAMN00044744	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6408
SRR059420	SRS012902	SRP002163	PRJNA48479	SAMN10657903	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6142
SRR059421	SRS012902	SRP002163	PRJNA48479	SAMN10657903	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6141
SRR059422	SRS023583	SRP002163	PRJNA48479	SAMN00044801	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5824
SRR059423	SRS023583	SRP002163	PRJNA48479	SAMN00044801	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5954
SRR059424	SRS021948	SRP002163	PRJNA48479	SAMN00043166	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5997
SRR059425	SRS021948	SRP002163	PRJNA48479	SAMN00043166	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5932
SRR059426	SRS021954	SRP002163	PRJNA48479	SAMN00043172	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6122
SRR059427	SRS021954	SRP002163	PRJNA48479	SAMN00043172	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6132
SRR059436	SRS024375	SRP002163	PRJNA48479	SAMN00045593	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6266
SRR059437	SRS024375	SRP002163	PRJNA48479	SAMN00045593	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6384
SRR059440	SRS020328	SRP002163	PRJNA48479	SAMN00041546	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6406
SRR059441	SRS020328	SRP002163	PRJNA48479	SAMN00041546	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6493
SRR059442	SRS020334	SRP002163	PRJNA48479	SAMN00041552	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6384
SRR059443	SRS020334	SRP002163	PRJNA48479	SAMN00041552	BI	2010-07-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6288
SRR059454	SRS022071	SRP002163	PRJNA48479	SAMN00043289	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5877
SRR059455	SRS022071	SRP002163	PRJNA48479	SAMN00043289	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5975
SRR059460	SRS024009	SRP002163	PRJNA48479	SAMN10657904	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6033
SRR059461	SRS024009	SRP002163	PRJNA48479	SAMN10657904	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5954
SRR059462	SRS024015	SRP002163	PRJNA48479	SAMN00045233	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6392
SRR059463	SRS024015	SRP002163	PRJNA48479	SAMN00045233	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6377
SRR059466	SRS018300	SRP002163	PRJNA48479	SAMN00039518	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7076
SRR059467	SRS018300	SRP002163	PRJNA48479	SAMN00039518	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7056
SRR059470	SRS020220	SRP002163	PRJNA48479	SAMN00041438	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6689
SRR059471	SRS020220	SRP002163	PRJNA48479	SAMN00041438	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6790
SRR059476	SRS016569	SRP002163	PRJNA48479	SAMN00037787	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6792
SRR059477	SRS016569	SRP002163	PRJNA48479	SAMN00037787	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6913
SRR059480	SRS019974	SRP002163	PRJNA48479	SAMN00041192	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7215
SRR059481	SRS019974	SRP002163	PRJNA48479	SAMN00041192	BI	2010-07-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7152
SRR059500	SRS020856	SRP002163	PRJNA48479	SAMN00042074	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6908
SRR059501	SRS020856	SRP002163	PRJNA48479	SAMN00042074	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6817
SRR059504	SRS013476	SRP002163	PRJNA48479	SAMN00034694	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7108
SRR059505	SRS013476	SRP002163	PRJNA48479	SAMN00034694	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7024
SRR059506	SRS024132	SRP002163	PRJNA48479	SAMN00045350	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6813
SRR059507	SRS024132	SRP002163	PRJNA48479	SAMN00045350	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6819
SRR059508	SRS024138	SRP002163	PRJNA48479	SAMN00045356	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6906
SRR059509	SRS024138	SRP002163	PRJNA48479	SAMN00045356	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6986
SRR059510	SRS022077	SRP002163	PRJNA48479	SAMN00043295	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6533
SRR059511	SRS022077	SRP002163	PRJNA48479	SAMN00043295	BI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6149
SRR059812	SRS013521	SRP002163	PRJNA48479	SAMN00034739	BCM	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5400
SRR059813	SRS013521	SRP002163	PRJNA48479	SAMN00034739	BCM	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5656
SRR059818	SRS057717	SRP002163	PRJNA48479	SAMN00077726	JCVI	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	9979
SRR059828	SRS017247	SRP002163	PRJNA48479	SAMN00038465	BCM	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4115
